model,n_features,accuracy,precision,recall,f1,auc,fairness_statistical_parity_difference,fairness_disparate_impact,fairness_equal_opportunity_difference,fairness_predictive_equality_difference,fairness_average_odds_difference,fairness_equalized_odds_ratio,fairness_ppv_difference,fairness_npv_difference,fairness_treatment_equality,fairness_calibration_difference,group_0_n_samples,group_0_base_rate,group_0_positive_rate,group_0_tpr,group_0_fpr,group_0_ppv,group_0_npv,group_0_accuracy,group_0_auc,group_1_n_samples,group_1_base_rate,group_1_positive_rate,group_1_tpr,group_1_fpr,group_1_ppv,group_1_npv,group_1_accuracy,group_1_auc
logistic_regression,9,0.6590909090909091,0.6611764705882353,0.5653923541247485,0.6095444685466378,0.7119712910738132,-0.23027849343638818,0.5357407865446451,-0.24243568987227915,-0.15625482625482626,0.1993452580635527,0.5265005265005265,-0.0764088678287358,0.04328912999799084,1.082828282828283,0.0019602044063670235,429,0.3962703962703963,0.26573426573426573,0.40588235294117647,0.17374517374517376,0.6052631578947368,0.6793650793650794,0.6596736596736597,0.6824892119009766,627,0.5215311004784688,0.4960127591706539,0.6483180428134556,0.33,0.6816720257234726,0.6360759493670886,0.6586921850079744,0.714816513761468
random_forest,9,0.6628787878787878,0.6529284164859002,0.6056338028169014,0.6283924843423799,0.7143325066679145,-0.24058397742608267,0.5497129735935706,-0.24101457096600104,-0.1736164736164736,0.20731552229123731,0.5265005265005266,-0.06846718787017303,0.03908404539084043,0.9527272727272726,0.03068406059706644,429,0.3962703962703963,0.2937062937062937,0.4470588235294118,0.19305019305019305,0.6031746031746031,0.6897689768976898,0.6643356643356644,0.680876674994322,627,0.5215311004784688,0.5342902711323764,0.6880733944954128,0.36666666666666664,0.6716417910447762,0.6506849315068494,0.6618819776714514,0.7215341488277269
gradient_boosting,9,0.6638257575757576,0.6621004566210046,0.5835010060362174,0.6203208556149733,0.7115015675448038,-0.24316034842350637,0.5265169612995699,-0.2520777118186724,-0.16958815958815956,0.210832935703416,0.5060539041121566,-0.06805525808524315,0.03780443094327768,1.1514563106796118,0.0074983065641178945,429,0.3962703962703963,0.2703962703962704,0.4176470588235294,0.17374517374517376,0.6120689655172413,0.6837060702875399,0.6643356643356644,0.6826936179877356,627,0.5215311004784688,0.5135566188197768,0.6697247706422018,0.3433333333333333,0.6801242236024845,0.6459016393442623,0.6634768740031898,0.716722731906218
